image_path,true_label,load_stage,width,height,file_size_kb,blur_score,brightness,edge_density,fast_correct,fast_confidence,fast_latency_ms,fast_utility,balanced_correct,balanced_confidence,balanced_latency_ms,balanced_utility,heavy_correct,heavy_confidence,heavy_latency_ms,heavy_utility,best_tier
data\test\Guava__Healthy\FreshGuava (42).jpg,Guava__Healthy,light,1054,1277,183.49,54.62,142.78,0.0169,1,0.9936,43.13,0.8416,1,1.0,65.79,0.6939,1,0.9999,63.65,0.6829,fast
data\test\Bellpepper__Rotten\rottenPepper (306).jpg,Bellpepper__Rotten,light,220,229,4.94,1207.29,216.77,0.0697,1,0.4341,33.47,0.8449,1,0.9988,150.49,0.6656,1,0.9923,111.65,0.6669,fast
data\test\Bellpepper__Rotten\rottenPepper (530).jpg,Bellpepper__Rotten,heavy,194,259,6.84,382.65,83.87,0.0674,1,0.2775,732.14,0.6117,1,0.8392,1195.49,0.3169,1,0.8878,1111.51,0.3332,fast
data\test\Strawberry__Rotten\rottenStrawberry (98).jpg,Strawberry__Rotten,light,3077,2222,835.68,40.06,177.79,0.003,1,0.6776,42.31,0.8419,1,0.9998,94.64,0.6843,1,1.0,32.25,0.6934,fast
data\test\Strawberry__Healthy\509.jpg,Strawberry__Healthy,burst,224,224,3.62,61.58,139.49,0.0163,1,0.9271,1312.09,0.4181,1,1.0,1821.35,0.108,1,0.9997,2776.04,0.0041,fast
data\test\Strawberry__Healthy\526.jpg,Strawberry__Healthy,heavy,224,224,3.05,35.67,140.6,0.0079,1,0.7427,732.14,0.6117,1,1.0,967.27,0.3931,1,0.9997,1004.92,0.3688,fast
data\test\Guava__Rotten\RottenGuava (65).jpg,Guava__Rotten,light,3325,2611,1320.97,214.13,184.12,0.0261,1,0.4468,163.47,0.8015,1,0.9998,54.92,0.6975,1,0.9998,86.14,0.6754,fast
data\test\Bellpepper__Rotten\rottenPepper (179).jpg,Bellpepper__Rotten,heavy,262,192,3.35,943.97,213.06,0.0395,0,0.3665,814.49,-0.4158,1,0.8108,1198.46,0.3159,1,0.9722,1144.45,0.3222,heavy
data\test\Mango__Rotten\rottenMango (532).jpg,Mango__Rotten,light,224,224,5.33,647.55,134.55,0.0424,1,0.7721,89.65,0.8261,1,1.0,76.68,0.6903,1,1.0,117.97,0.6648,fast
data\test\Mango__Rotten\685.jpg,Mango__Rotten,heavy,224,224,6.84,123.65,109.53,0.0311,1,0.993,735.34,0.6106,1,1.0,1169.34,0.3256,1,0.9998,1111.51,0.3332,fast
data\test\Orange__Rotten\rotated_by_60_Screen Shot 2018-06-12 at 11.45.42 PM.png,Orange__Rotten,light,308,320,144.25,596.8,151.01,0.0855,1,0.9988,14.14,0.8513,1,1.0,142.53,0.6683,1,1.0,119.32,0.6643,fast
data\test\Strawberry__Healthy\freshStrawberry (198).jpg,Strawberry__Healthy,light,1686,2384,558.74,48.82,147.17,0.011,1,0.9824,108.93,0.8197,1,1.0,28.4,0.7064,1,1.0,69.11,0.6811,fast
data\test\Orange__Rotten\rotated_by_75_Screen Shot 2018-06-12 at 11.21.54 PM.png,Orange__Rotten,burst,312,294,132.43,493.1,141.5,0.0395,1,0.6267,1004.26,0.5209,1,0.9957,991.19,0.3851,1,0.9633,1402.58,0.236,fast
data\test\Apple__Rotten\rotated_by_15_Screen Shot 2018-06-08 at 2.46.36 PM.png,Apple__Rotten,burst,434,404,137.67,344.63,197.16,0.0054,1,0.7168,1079.8,0.4957,1,0.9994,255.54,0.6306,1,0.9972,1729.37,0.127,balanced
data\test\Apple__Healthy\vertical_flip_Screen Shot 2018-06-08 at 5.02.31 PM.png,Apple__Healthy,light,388,408,139.59,35.45,177.48,0.0125,1,0.982,38.99,0.843,1,1.0,89.75,0.6859,1,0.9998,86.14,0.6754,fast
data\test\Orange__Healthy\freshOrange (239).jpg,Orange__Healthy,burst,334,310,95.94,3135.18,199.51,0.0432,1,0.9482,1337.37,0.4097,1,1.0,160.43,0.6623,1,0.9996,1702.16,0.1361,balanced
data\test\Strawberry__Rotten\3.jpg,Strawberry__Rotten,heavy,224,224,3.39,44.07,63.21,0.0106,0,0.3764,669.26,-0.3673,1,1.0,1228.01,0.306,1,0.9999,1346.76,0.2547,balanced
data\test\Mango__Healthy\586.jpg,Mango__Healthy,light,224,224,10.1,406.52,121.87,0.0813,1,0.9842,90.05,0.826,1,1.0,79.6,0.6893,1,1.0,59.92,0.6841,fast
data\test\Strawberry__Healthy\freshStrawberry (421).jpg,Strawberry__Healthy,light,224,224,3.17,56.32,135.33,0.0104,1,0.8837,58.21,0.8366,1,1.0,185.64,0.6539,1,1.0,190.1,0.6407,fast
data\test\Apple__Rotten\rotated_by_15_Screen Shot 2018-06-08 at 2.50.25 PM.png,Apple__Rotten,heavy,280,280,90.08,509.69,159.23,0.025,1,0.8505,632.25,0.645,1,0.9998,1037.14,0.3697,1,1.0,1690.81,0.1399,fast
data\test\Bellpepper__Rotten\rottenPepper (351).jpg,Bellpepper__Rotten,burst,100,100,7.69,1740.44,92.0,0.2127,1,0.5023,1411.75,0.3849,0,0.9164,2466.66,-0.9841,0,0.9382,1728.36,-0.8727,fast
data\test\Banana__Rotten\rotated_by_60_Screen Shot 2018-06-12 at 9.18.43 PM.png,Banana__Rotten,burst,586,420,271.13,369.34,133.35,0.0306,1,0.9872,1097.41,0.4898,1,1.0,2505.54,0.0159,1,0.9999,1924.07,0.062,fast
data\test\Strawberry__Rotten\174.jpg,Strawberry__Rotten,light,224,224,3.23,37.54,141.58,0.0093,1,0.9211,67.55,0.8335,1,1.0,51.24,0.6988,1,1.0,178.82,0.6445,fast
data\test\Mango__Rotten\alternaria_165.jpg,Mango__Rotten,light,224,224,7.41,1644.35,106.82,0.0462,1,0.997,70.63,0.8325,1,1.0,131.78,0.6719,1,1.0,216.83,0.6318,fast
data\test\Mango__Healthy\487.jpg,Mango__Healthy,light,224,224,10.27,410.28,118.42,0.1162,1,0.9634,32.9,0.845,1,1.0,144.63,0.6676,1,1.0,81.8,0.6768,fast
data\test\Apple__Rotten\rotated_by_15_Screen Shot 2018-06-08 at 2.34.42 PM.png,Apple__Rotten,light,386,372,122.51,339.47,186.9,0.0157,1,0.7613,19.81,0.8494,1,1.0,114.37,0.6777,1,1.0,75.72,0.6789,fast
data\test\Strawberry__Rotten\120.jpg,Strawberry__Rotten,burst,224,224,4.34,89.91,133.13,0.0218,1,0.9674,1311.1,0.4185,1,1.0,1759.46,0.1287,1,1.0,1925.08,0.0617,fast
data\test\Orange__Healthy\Screen Shot 2018-06-12 at 11.50.28 PM.png,Orange__Healthy,burst,232,240,81.33,45.92,203.05,0.0196,1,0.9459,926.08,0.547,1,0.9998,1944.44,0.0669,1,0.9996,661.69,0.4833,fast
data\test\Banana__Rotten\rotated_by_45_Screen Shot 2018-06-12 at 9.10.10 PM.png,Banana__Rotten,light,598,404,212.69,456.55,132.09,0.0327,1,1.0,108.29,0.8199,1,1.0,43.38,0.7014,1,1.0,58.44,0.6846,fast
data\test\Mango__Healthy\freshMango (43).jpg,Mango__Healthy,light,224,224,3.12,18.09,146.18,0.0085,1,0.962,55.92,0.8374,1,1.0,158.76,0.6629,1,1.0,19.95,0.6975,fast
data\test\Apple__Rotten\rotated_by_60_Screen Shot 2018-06-08 at 2.39.26 PM.png,Apple__Rotten,burst,394,342,147.33,523.21,135.14,0.0342,1,0.983,1078.07,0.4962,1,0.97,168.61,0.6596,1,0.9998,3140.46,0.0041,balanced
data\test\Apple__Rotten\rottenApple (207).jpg,Apple__Rotten,heavy,306,356,100.75,3258.69,210.06,0.0632,1,0.9583,630.17,0.6457,1,1.0,1173.04,0.3244,1,1.0,1058.9,0.3507,fast
data\test\Banana__Rotten\saltandpepper_Screen Shot 2018-06-12 at 9.22.25 PM.png,Banana__Rotten,light,522,410,115.18,3306.39,220.7,0.0416,1,0.9777,23.92,0.848,1,1.0,109.22,0.6794,1,1.0,118.88,0.6645,fast
data\test\Banana__Healthy\freshBanana (18).jpg,Banana__Healthy,heavy,1192,1395,240.25,31.9,159.75,0.0131,1,0.9989,596.35,0.657,1,0.9999,849.39,0.4324,1,0.9997,1004.42,0.3689,fast
data\test\Bellpepper__Rotten\rottenPepper (7).jpg,Bellpepper__Rotten,light,278,181,3.79,64.65,150.33,0.0107,0,0.3129,123.18,-0.1851,1,0.9688,104.15,0.6811,1,0.9155,89.56,0.6742,balanced
data\test\Bellpepper__Healthy\freshPepper (221).jpg,Bellpepper__Healthy,heavy,224,224,7.94,42.93,129.26,0.0137,1,0.8479,474.63,0.6976,1,1.0,1168.32,0.326,1,0.9867,1108.71,0.3341,fast
data\test\Potato__Healthy\freshPotato (180).jpg,Potato__Healthy,light,224,224,12.15,268.97,129.17,0.0545,1,0.9567,28.92,0.8464,1,0.9992,60.23,0.6958,1,0.9729,124.75,0.6625,fast
data\test\Mango__Rotten\aspergillus_153.jpg,Mango__Rotten,heavy,224,224,6.9,187.5,111.84,0.0291,1,0.9816,623.73,0.6479,1,1.0,1138.84,0.3358,1,1.0,1112.51,0.3329,fast
data\test\Cucumber__Healthy\freshCucumber (7).jpg,Cucumber__Healthy,light,848,480,26.7,24.81,164.97,0.0059,1,0.9977,32.39,0.8452,1,0.9999,66.91,0.6935,1,0.9959,158.12,0.6514,fast
data\test\Strawberry__Rotten\rottenStrawberry (445).jpg,Strawberry__Rotten,heavy,224,224,3.48,70.71,131.74,0.0147,1,0.9263,659.02,0.6361,1,1.0,1152.47,0.3313,1,0.9999,998.4,0.3709,fast
data\test\Banana__Healthy\rotated_by_75_Screen Shot 2018-06-12 at 9.56.33 PM.png,Banana__Healthy,light,614,404,73.18,266.29,159.29,0.0084,1,0.9404,52.55,0.8385,1,1.0,55.41,0.6974,1,1.0,119.69,0.6642,fast
data\test\Mango__Healthy\healthy_185.jpg,Mango__Healthy,light,224,224,4.68,110.51,174.03,0.0128,1,0.9467,129.4,0.8128,1,1.0,60.15,0.6958,1,1.0,86.78,0.6752,fast
data\test\Carrot__Rotten\rottenCarrot (111).jpg,Carrot__Rotten,light,100,100,2.53,544.14,233.0,0.0249,1,0.4566,55.46,0.8375,1,0.9853,46.18,0.7005,1,0.9967,64.33,0.6827,fast
data\test\Pomegranate__Rotten\RottenPomegranate (32).jpg,Pomegranate__Rotten,light,3008,3200,1085.71,81.14,198.25,0.0108,0,0.5423,73.39,-0.1685,1,0.9996,139.66,0.6693,1,0.9997,106.15,0.6687,balanced
data\test\Jujube__Rotten\RottenJujube (152).jpg,Jujube__Rotten,heavy,704,738,54.46,15.8,175.16,0.0033,1,0.7924,233.11,0.7782,1,0.9991,1161.65,0.3282,1,0.9992,1048.86,0.3541,fast
data\test\Apple__Rotten\rotated_by_15_Screen Shot 2018-06-08 at 2.25.04 PM.png,Apple__Rotten,burst,242,212,44.97,667.02,179.56,0.0339,1,0.8684,969.67,0.5324,1,1.0,1948.56,0.0656,1,1.0,1387.51,0.2411,fast
data\test\Orange__Healthy\freshOrange (1).jpg,Orange__Healthy,burst,2547,2361,689.82,13.85,174.3,0.0007,1,0.7683,1083.35,0.4945,1,0.768,1819.05,0.1088,0,0.9132,424.97,-0.4377,fast
data\test\Apple__Rotten\rotated_by_15_Screen Shot 2018-06-07 at 2.45.18 PM.png,Apple__Rotten,burst,292,310,105.17,369.54,157.99,0.0226,1,0.9926,1602.48,0.3212,1,1.0,1431.29,0.2382,1,1.0,424.08,0.5626,heavy
data\test\Strawberry__Rotten\263.jpg,Strawberry__Rotten,light,224,224,3.6,93.54,138.12,0.0135,1,0.9544,17.17,0.8503,1,1.0,148.23,0.6664,1,1.0,109.37,0.6676,fast
data\test\Strawberry__Rotten\803.jpg,Strawberry__Rotten,light,224,224,7.23,225.58,124.6,0.0482,1,0.8104,12.61,0.8518,1,0.9999,209.07,0.6461,1,0.9992,162.97,0.6497,fast
data\test\Grape__Healthy\FreshGrape (153).jpg,Grape__Healthy,light,730,541,68.11,113.55,147.86,0.0201,1,0.8746,26.9,0.847,1,0.9999,93.19,0.6848,1,0.9549,96.17,0.672,fast
data\test\Pomegranate__Healthy\FreshPomegranate (86).jpg,Pomegranate__Healthy,light,2176,2538,679.47,22.07,130.35,0.0017,1,0.7896,68.99,0.833,1,0.9999,102.97,0.6815,1,0.9998,135.37,0.659,fast
data\test\Carrot__Rotten\rottenCarrot (333).jpg,Carrot__Rotten,heavy,590,393,334.87,2153.79,132.56,0.1497,0,0.4202,475.16,-0.3026,0,0.6075,857.12,-0.5702,1,0.9672,847.21,0.4214,heavy
data\test\Apple__Rotten\Screen Shot 2018-06-08 at 2.28.23 PM.png,Apple__Rotten,light,432,400,180.03,16.91,224.42,0.0063,1,0.8143,15.88,0.8507,1,0.9999,415.39,0.5772,1,0.9999,124.34,0.6626,fast
data\test\Apple__Healthy\FreshApple (87).jpg,Apple__Healthy,heavy,2353,2255,647.37,14.87,156.12,0.0001,1,0.7608,638.23,0.643,1,0.9976,4153.89,0.0159,1,0.9957,1046.78,0.3548,fast
data\test\Banana__Healthy\freshBanana (99).jpg,Banana__Healthy,heavy,1593,838,109.96,21.71,165.22,0.0042,0,0.2735,570.67,-0.3344,1,1.0,1184.55,0.3205,1,0.9615,922.51,0.3963,heavy
data\test\Banana__Healthy\saltandpepper_Screen Shot 2018-06-12 at 9.45.40 PM.png,Banana__Healthy,heavy,564,450,130.4,3377.63,226.95,0.0335,1,0.9697,628.61,0.6462,1,1.0,1198.55,0.3159,1,0.9998,1112.51,0.3329,fast
data\test\Apple__Rotten\Screen Shot 2018-06-08 at 2.50.55 PM.png,Apple__Rotten,burst,298,292,123.89,140.84,203.58,0.025,1,0.9727,1253.53,0.4377,1,1.0,924.63,0.4073,1,0.9981,1924.07,0.062,fast
data\test\Orange__Rotten\vertical_flip_Screen Shot 2018-06-12 at 11.36.53 PM.png,Orange__Rotten,burst,284,288,103.63,95.22,191.29,0.0435,1,0.9985,1014.52,0.5174,1,0.9998,2146.01,0.0159,1,0.9909,797.97,0.4378,fast
data\test\Orange__Rotten\rotated_by_60_Screen Shot 2018-06-12 at 11.37.25 PM.png,Orange__Rotten,light,448,402,204.12,417.89,157.73,0.0238,1,0.9941,83.97,0.828,1,1.0,112.88,0.6782,1,0.9997,125.32,0.6623,fast
data\test\Banana__Rotten\rotated_by_15_Screen Shot 2018-06-12 at 9.25.28 PM.png,Banana__Rotten,light,504,364,111.71,275.13,146.9,0.0144,1,0.5101,110.16,0.8193,1,0.8765,41.12,0.7021,1,0.9994,196.51,0.6385,fast
data\test\Mango__Rotten\rottenMango (531).jpg,Mango__Rotten,light,224,224,4.24,314.98,146.98,0.0286,1,0.7295,39.05,0.843,1,1.0,66.14,0.6938,1,1.0,146.45,0.6553,fast
data\test\Potato__Healthy\freshPotato (399).jpg,Potato__Healthy,light,224,224,13.23,432.42,119.09,0.0623,1,0.9539,22.69,0.8484,1,0.9993,24.0,0.7079,1,0.9991,71.69,0.6802,fast
data\test\Strawberry__Healthy\115.jpg,Strawberry__Healthy,heavy,224,224,6.16,186.57,85.62,0.0207,1,0.9907,646.16,0.6404,1,1.0,1185.78,0.3201,1,1.0,1058.9,0.3507,fast
data\test\Orange__Rotten\rottenOrange (166).jpg,Orange__Rotten,light,3120,3251,1589.48,64.63,133.82,0.0038,0,0.4819,46.24,-0.1594,1,0.9994,112.29,0.6784,1,1.0,146.45,0.6553,balanced
data\test\Banana__Rotten\rotated_by_45_Screen Shot 2018-06-12 at 9.25.18 PM.png,Banana__Rotten,burst,458,344,83.21,475.92,166.61,0.0189,1,0.9991,474.58,0.6976,1,1.0,810.58,0.4454,1,1.0,2447.17,0.0041,fast
data\test\Banana__Rotten\translation_Screen Shot 2018-06-12 at 9.19.08 PM.png,Banana__Rotten,burst,450,330,150.8,54.4,40.62,0.0216,1,0.7801,1041.26,0.5085,1,1.0,810.58,0.4454,1,1.0,661.69,0.4833,fast
data\test\Pomegranate__Rotten\RottenPomegranate (174).jpg,Pomegranate__Rotten,heavy,3155,2674,744.51,6.09,168.09,0.001,1,0.6,567.67,0.6666,1,0.9999,1198.46,0.3159,1,0.9999,1024.3,0.3623,fast
data\test\Banana__Healthy\Banana__Healthy_augmented_194.jpg,Banana__Healthy,heavy,224,224,4.69,675.91,160.73,0.0215,1,0.9324,635.64,0.6439,1,0.9999,1085.53,0.3536,1,0.9998,1144.45,0.3222,fast
data\test\Guava__Rotten\RottenGuava (144).jpg,Guava__Rotten,light,726,727,108.23,141.74,140.78,0.0275,1,0.7297,17.17,0.8503,1,0.9885,65.53,0.694,1,0.9996,58.04,0.6848,fast
data\test\Orange__Healthy\rotated_by_75_Screen Shot 2018-06-13 at 12.06.43 AM.png,Orange__Healthy,light,364,286,93.39,374.55,147.59,0.0103,1,0.8714,48.53,0.8398,1,0.9998,46.35,0.7004,1,0.9999,71.13,0.6804,fast
data\test\Strawberry__Rotten\rottenStrawberry (316).jpg,Strawberry__Rotten,light,224,224,10.72,528.94,111.4,0.1198,1,0.9928,83.46,0.8282,1,1.0,67.52,0.6933,1,1.0,117.67,0.6649,fast
data\test\Tomato__Healthy\freshTomato (187).png,Tomato__Healthy,light,320,258,110.84,1635.11,156.0,0.0827,1,0.9711,35.3,0.8442,1,1.0,59.28,0.6961,1,1.0,168.42,0.6479,fast
data\test\Strawberry__Healthy\739.jpg,Strawberry__Healthy,light,224,224,6.26,102.19,121.31,0.0126,1,0.8524,70.63,0.8325,1,1.0,61.07,0.6955,1,1.0,89.07,0.6744,fast
data\test\Orange__Healthy\rotated_by_30_Screen Shot 2018-06-13 at 12.09.32 AM.png,Orange__Healthy,light,564,428,210.8,364.61,155.59,0.0137,1,0.9783,43.36,0.8416,1,1.0,90.66,0.6856,1,1.0,209.9,0.6341,fast
data\test\Strawberry__Healthy\68.jpg,Strawberry__Healthy,burst,224,224,5.82,159.83,86.63,0.0185,1,0.9788,1425.63,0.3802,1,1.0,2213.2,0.0159,1,0.9996,1387.51,0.2411,fast
data\test\Strawberry__Rotten\rottenStrawberry (226).jpg,Strawberry__Rotten,heavy,224,224,11.08,650.22,115.04,0.116,1,0.988,633.44,0.6446,1,1.0,723.04,0.4746,1,0.9999,1018.27,0.3643,fast
data\test\Bellpepper__Rotten\rottenPepper (318).jpg,Bellpepper__Rotten,light,265,190,4.45,1071.1,198.86,0.0623,0,0.889,41.18,-0.1577,1,0.9988,204.83,0.6475,1,0.9795,88.68,0.6745,heavy
data\test\Carrot__Healthy\freshCarrot (491).jpg,Carrot__Healthy,heavy,264,312,33.73,4390.14,112.83,0.1396,1,0.7537,581.09,0.6621,1,0.9982,1161.03,0.3284,1,0.9904,1108.18,0.3343,fast
data\test\Banana__Rotten\rotated_by_45_Screen Shot 2018-06-12 at 9.18.07 PM.png,Banana__Rotten,heavy,502,334,182.36,203.61,88.31,0.0137,1,0.5369,520.06,0.6825,1,0.9999,1194.45,0.3172,1,0.9984,1251.81,0.2864,fast
data\test\Strawberry__Healthy\566.jpg,Strawberry__Healthy,heavy,224,224,9.09,335.39,116.09,0.0499,1,0.3755,669.64,0.6325,1,1.0,1254.46,0.2972,1,0.9979,313.12,0.5996,fast
data\test\Mango__Rotten\rottenMango (165).jpg,Mango__Rotten,light,224,224,10.04,416.73,114.08,0.083,1,0.9868,44.39,0.8412,1,1.0,75.19,0.6908,1,1.0,125.27,0.6623,fast
data\test\Tomato__Rotten\rottenTomato (520).jpg,Tomato__Rotten,light,224,224,8.39,237.68,127.32,0.0353,1,0.3963,98.69,0.8231,1,1.0,97.82,0.6832,1,0.9983,133.62,0.6595,fast
data\test\Orange__Rotten\rotated_by_60_Screen Shot 2018-06-12 at 11.32.46 PM.png,Orange__Rotten,light,284,232,89.57,538.25,161.74,0.0465,1,0.9997,82.53,0.8285,1,1.0,106.77,0.6802,1,0.9999,92.0,0.6734,fast
data\test\Orange__Healthy\rotated_by_45_Screen Shot 2018-06-12 at 11.58.28 PM.png,Orange__Healthy,light,458,392,200.83,422.46,143.52,0.0243,1,0.8358,25.19,0.8476,1,1.0,90.99,0.6855,1,0.9968,97.82,0.6715,fast
data\test\Cucumber__Rotten\rottenCucumber (370).JPG,Cucumber__Rotten,burst,4032,3024,3069.25,105.45,167.33,0.0023,1,0.6461,1458.17,0.3694,1,0.9999,1693.95,0.1505,1,0.9998,1215.35,0.2985,fast
data\test\Bellpepper__Healthy\freshPepper (281).jpg,Bellpepper__Healthy,burst,224,224,9.45,411.68,179.68,0.0483,1,0.7108,1257.16,0.4365,1,0.9986,2554.03,0.0159,1,0.9795,2584.78,0.0041,fast
data\test\Apple__Rotten\rotated_by_45_Screen Shot 2018-06-07 at 3.06.22 PM.png,Apple__Rotten,light,490,420,224.69,497.95,124.94,0.0254,1,0.9908,12.65,0.8518,1,1.0,157.11,0.6634,1,0.9999,62.97,0.6831,fast
data\test\Orange__Rotten\translation_Screen Shot 2018-06-12 at 11.40.51 PM.png,Orange__Rotten,heavy,492,400,247.04,208.69,117.43,0.0822,1,0.9999,698.7,0.6228,1,1.0,1036.63,0.3699,1,0.9996,994.35,0.3723,fast
data\test\Orange__Healthy\Screen Shot 2018-06-13 at 12.02.33 AM.png,Orange__Healthy,heavy,292,244,112.33,57.65,174.34,0.0176,1,0.9237,726.03,0.6137,1,1.0,966.77,0.3932,1,1.0,1018.27,0.3643,fast
data\test\Mango__Rotten\901.jpg,Mango__Rotten,light,224,224,6.07,88.39,94.76,0.0294,1,0.9955,104.55,0.8211,1,1.0,83.16,0.6881,1,1.0,48.77,0.6879,fast
data\test\Bellpepper__Healthy\freshPepper (320).jpg,Bellpepper__Healthy,light,224,224,7.45,208.24,194.97,0.0405,1,0.5064,20.12,0.8493,1,0.9957,181.29,0.6554,1,0.9847,242.28,0.6233,fast
data\test\Banana__Rotten\rotated_by_45_Screen Shot 2018-06-12 at 8.53.03 PM.png,Banana__Rotten,heavy,298,324,76.42,404.49,93.52,0.0173,1,0.9381,730.99,0.6121,1,1.0,1023.29,0.3744,1,0.9998,1218.59,0.2975,fast
data\test\Guava__Rotten\RottenGuava (54).jpg,Guava__Rotten,light,2967,2478,862.35,61.74,181.03,0.008,1,0.9174,81.83,0.8287,1,1.0,58.42,0.6964,1,1.0,62.88,0.6831,fast
data\test\Apple__Rotten\rotated_by_45_Screen Shot 2018-06-07 at 2.52.22 PM.png,Apple__Rotten,heavy,318,342,125.2,477.93,134.43,0.0215,1,0.9653,739.04,0.6094,1,1.0,627.51,0.5064,1,1.0,1019.57,0.3639,fast
data\test\Bellpepper__Healthy\freshPepper (376).jpg,Bellpepper__Healthy,light,224,224,11.86,160.19,79.68,0.0559,1,0.9846,61.75,0.8354,1,0.9943,16.18,0.7105,1,0.9995,52.1,0.6867,fast
data\test\Bellpepper__Healthy\freshPepper (280).jpg,Bellpepper__Healthy,light,224,224,13.4,274.88,82.47,0.0583,1,0.9737,81.57,0.8288,1,0.9996,102.97,0.6815,1,0.9995,133.17,0.6597,fast
data\test\Orange__Healthy\Screen Shot 2018-06-13 at 12.08.02 AM.png,Orange__Healthy,light,522,354,230.06,26.56,201.66,0.008,1,0.8574,105.03,0.821,1,0.9999,142.63,0.6683,1,0.982,108.15,0.668,fast
data\test\Mango__Rotten\903.jpg,Mango__Rotten,light,224,224,6.15,94.0,95.33,0.0367,1,0.9932,80.54,0.8291,1,1.0,167.45,0.66,1,0.9999,50.17,0.6874,fast
data\test\Strawberry__Rotten\755.jpg,Strawberry__Rotten,light,224,224,9.91,419.89,113.29,0.0985,1,0.9957,119.03,0.8163,1,1.0,142.63,0.6683,1,1.0,133.9,0.6594,fast
data\test\Carrot__Rotten\rottenCarrot (572).jpg,Carrot__Rotten,light,225,225,11.9,2699.02,106.67,0.2018,1,0.646,108.55,0.8198,0,0.9951,30.14,-0.2942,0,0.9584,47.34,-0.3117,fast
data\test\Strawberry__Rotten\rottenStrawberry (473).jpg,Strawberry__Rotten,light,224,224,3.8,79.31,135.13,0.0159,1,0.9834,60.89,0.8357,1,1.0,145.8,0.6672,1,1.0,55.93,0.6855,fast
data\test\Cucumber__Rotten\rottenCucumber (587).jpg,Cucumber__Rotten,heavy,100,100,5.06,3469.58,161.27,0.0895,1,0.9987,738.11,0.6097,1,1.0,1197.94,0.3161,1,0.9999,1144.97,0.322,fast
data\test\Apple__Rotten\rottenApple (85).jpg,Apple__Rotten,light,3586,2498,1163.98,42.04,180.21,0.0014,1,0.435,15.45,0.8509,1,0.9987,131.35,0.672,0,0.6418,74.88,-0.3209,fast
data\test\Tomato__Healthy\freshTomato (141).jpg,Tomato__Healthy,light,1000,739,52.22,12.25,96.65,0.0057,0,0.5175,107.6,-0.1799,1,1.0,73.46,0.6913,1,0.9999,171.58,0.6469,balanced
data\test\Apple__Healthy\vertical_flip_Screen Shot 2018-06-08 at 5.27.13 PM.png,Apple__Healthy,burst,366,352,106.4,44.09,134.01,0.0191,1,0.7897,960.17,0.5356,1,1.0,1690.82,0.1516,1,1.0,2489.37,0.0041,fast
data\test\Banana__Healthy\rotated_by_30_Screen Shot 2018-06-12 at 9.55.42 PM.png,Banana__Healthy,heavy,548,390,139.87,397.46,181.9,0.0176,1,0.9994,227.67,0.78,1,1.0,966.77,0.3932,1,1.0,1108.71,0.3341,fast
data\test\Strawberry__Healthy\877.jpg,Strawberry__Healthy,light,224,224,6.47,127.08,119.18,0.0203,1,0.8915,39.11,0.843,1,1.0,236.88,0.6368,1,1.0,211.33,0.6336,fast
data\test\Cucumber__Healthy\freshCucumber (505).jpg,Cucumber__Healthy,heavy,100,100,3.5,2675.46,96.86,0.2049,1,0.8697,643.18,0.6414,1,0.9987,1184.46,0.3206,1,0.9915,1278.53,0.2774,fast
data\test\Orange__Healthy\saltandpepper_Screen Shot 2018-06-12 at 11.58.11 PM.png,Orange__Healthy,burst,300,236,77.55,2542.17,190.07,0.0532,1,0.9979,1039.07,0.5093,1,1.0,1948.56,0.0656,1,1.0,1387.51,0.2411,fast
data\test\Orange__Healthy\rotated_by_30_Screen Shot 2018-06-12 at 11.52.21 PM.png,Orange__Healthy,light,460,406,154.69,389.41,156.07,0.0108,1,0.9595,152.84,0.805,1,0.9996,114.43,0.6777,1,0.9999,122.77,0.6632,fast
data\test\Bellpepper__Rotten\rottenPepper (659).jpg,Bellpepper__Rotten,light,265,190,11.81,3921.67,152.38,0.2754,1,0.677,32.36,0.8452,1,0.9985,105.97,0.6805,1,0.9982,153.69,0.6528,fast
data\test\Guava__Rotten\RottenGuava (47).jpg,Guava__Rotten,light,2485,2404,977.13,164.87,169.46,0.0263,1,0.8607,66.87,0.8337,1,1.0,27.74,0.7066,1,1.0,70.17,0.6807,fast
data\test\Carrot__Healthy\freshCarrot (208).jpg,Carrot__Healthy,light,224,224,14.17,284.89,94.82,0.0849,1,0.8693,17.27,0.8503,1,1.0,113.08,0.6781,1,1.0,62.14,0.6834,fast
data\test\Bellpepper__Healthy\freshPepper (428).jpg,Bellpepper__Healthy,light,224,224,9.85,92.73,144.68,0.0354,1,0.6349,427.32,0.7134,1,0.9055,111.14,0.6788,1,0.9989,82.68,0.6765,fast
data\test\Bellpepper__Rotten\rottenPepper (120).jpg,Bellpepper__Rotten,heavy,183,275,4.88,429.07,185.99,0.0554,0,0.2716,580.57,-0.3377,1,0.5448,1301.11,0.2816,1,0.8348,1346.76,0.2547,balanced
data\test\Potato__Healthy\freshPotato (101).jpg,Potato__Healthy,burst,100,100,4.34,1649.44,182.32,0.0446,1,0.9581,1697.3,0.2896,1,1.0,1895.72,0.0832,1,0.9935,1215.35,0.2985,heavy
data\test\Strawberry__Healthy\231.jpg,Strawberry__Healthy,burst,224,224,8.56,476.12,100.55,0.0319,1,0.9696,1006.85,0.52,1,1.0,895.08,0.4172,1,1.0,2648.49,0.0041,fast
